>Q0010 Q0010 SGDID:S000007257, Chromosome Mito:3952..4338
>YGL042C YGL042C SGDID:S000003010, Chromosome VII:418288..418593
>DST1 YGL043W SGDID:S000003011, Chromosome VII:417483..418412
>RNA15 YGL044C SGDID:S000003012, Chromosome VII:416146..417036
>RIM8 YGL045W SGDID:S000003013, Chromosome VII:414102..415730
>ALG13 YGL047W SGDID:S000003015, Chromosome VII:411552..412160
>TYW3 YGL050W SGDID:S000003018, Chromosome VII:405776..406597
>YGL052W YGL052W SGDID:S000003020, Chromosome VII:403437..403742
>ERV14 YGL054C SGDID:S000003022, Chromosome VII:400871..401287
>OLE1 YGL055W SGDID:S000003023, Chromosome VII:398628..400160
>SDS23 YGL056C SGDID:S000003024, Chromosome VII:396035..397618
>RAD6 YGL058W SGDID:S000003026, Chromosome VII:393986..394504
>YGL063C-A YGL063C-A SGDID:S000028633, Chromosome VII:384502..384651
>PUS2 YGL063W SGDID:S000003031, Chromosome VII:383654..384766
>MRH4 YGL064C SGDID:S000003032, Chromosome VII:381523..383208
>ALG2 YGL065C SGDID:S000003033, Chromosome VII:379760..381271
>SGF73 YGL066W SGDID:S000003034, Chromosome VII:377609..379582
>NPY1 YGL067W SGDID:S000003035, Chromosome VII:376101..377255
>MNP1 YGL068W SGDID:S000003036, Chromosome VII:375087..375671
>YGL069C YGL069C SGDID:S000003037, Chromosome VII:375050..375514
>RPB9 YGL070C SGDID:S000003038, Chromosome VII:374459..374827
>YGL072C YGL072C SGDID:S000003040, Chromosome VII:371003..371362
>HSF1 YGL073W SGDID:S000003041, Chromosome VII:368753..371254
>YGL074C YGL074C SGDID:S000003042, Chromosome VII:368596..368922
>MPS2 YGL075C SGDID:S000003043, Chromosome VII:366925..368088
>HNM1 YGL077C SGDID:S000003045, Chromosome VII:362225..363916
>DBP3 YGL078C SGDID:S000003046, Chromosome VII:360288..361859
>LCL3 YGL085W SGDID:S000003053, Chromosome VII:349616..350440
>MAD1 YGL086W SGDID:S000003054, Chromosome VII:347119..349368
>MMS2 YGL087C SGDID:S000003055, Chromosome VII:346406..346904
>YGL088W YGL088W SGDID:S000003056, Chromosome VII:345836..346201
>MF(ALPHA)2 YGL089C SGDID:S000003057, Chromosome VII:344791..345153
>NBP35 YGL091C SGDID:S000003059, Chromosome VII:342056..343042
>VPS45 YGL095C SGDID:S000003063, Chromosome VII:328874..330607
>TOS8 YGL096W SGDID:S000003064, Chromosome VII:325331..326161
>SRM1 YGL097W SGDID:S000003065, Chromosome VII:321782..323230
>USE1 YGL098W SGDID:S000003066, Chromosome VII:317342..318079
>LSG1 YGL099W SGDID:S000003067, Chromosome VII:314631..316553
>SEH1 YGL100W SGDID:S000003068, Chromosome VII:313234..314283
>YGL102C YGL102C SGDID:S000003070, Chromosome VII:311505..311933
>RPL28 YGL103W SGDID:S000003071, Chromosome VII:310967..311927
>MLC1 YGL106W SGDID:S000003074, Chromosome VII:306560..307009
>RMD9 YGL107C SGDID:S000003075, Chromosome VII:304333..306273
>YGL108C YGL108C SGDID:S000003076, Chromosome VII:303649..304071
>YGL109W YGL109W SGDID:S000003077, Chromosome VII:303513..303836
>TAF6 YGL112C SGDID:S000003080, Chromosome VII:298178..299728
>SNF4 YGL115W SGDID:S000003083, Chromosome VII:292033..293001
>CDC20 YGL116W SGDID:S000003084, Chromosome VII:289809..291641
>YGL117W YGL117W SGDID:S000003085, Chromosome VII:288512..289309
>YGL118C YGL118C SGDID:S000003086, Chromosome VII:288014..288451
>COQ8 YGL119W SGDID:S000003087, Chromosome VII:284442..285947
>GPG1 YGL121C SGDID:S000003089, Chromosome VII:280777..281157
>NAB2 YGL122C SGDID:S000003090, Chromosome VII:278946..280523
>YGL123C-A YGL123C-A SGDID:S000028634, Chromosome VII:277634..277864
>RPS2 YGL123W SGDID:S000003091, Chromosome VII:277617..278381
>MON1 YGL124C SGDID:S000003092, Chromosome VII:274780..276714
>SCS3 YGL126W SGDID:S000003094, Chromosome VII:270997..272139
>RSM23 YGL129C SGDID:S000003097, Chromosome VII:267723..269075
>SNT2 YGL131C SGDID:S000003099, Chromosome VII:261648..265859
>YGL132W YGL132W SGDID:S000003100, Chromosome VII:261580..261915
>ITC1 YGL133W SGDID:S000003101, Chromosome VII:257707..261501
>PCL10 YGL134W SGDID:S000003102, Chromosome VII:255663..256964
>YGL138C YGL138C SGDID:S000003106, Chromosome VII:248494..249531
>FLC3 YGL139W SGDID:S000003107, Chromosome VII:245716..248124
>YGL140C YGL140C SGDID:S000003108, Chromosome VII:241353..245012
>HUL5 YGL141W SGDID:S000003109, Chromosome VII:238353..241085
>GPI10 YGL142C SGDID:S000003110, Chromosome VII:236269..238119
>MRF1 YGL143C SGDID:S000003111, Chromosome VII:234717..235958
>ROG1 YGL144C SGDID:S000003112, Chromosome VII:232450..234507
>TIP20 YGL145W SGDID:S000003113, Chromosome VII:230243..232348
>RRT6 YGL146C SGDID:S000003114, Chromosome VII:228751..229686
>ARO2 YGL148W SGDID:S000003116, Chromosome VII:226399..227529
>YGL149W YGL149W SGDID:S000003117, Chromosome VII:225572..225877
>INO80 YGL150C SGDID:S000003118, Chromosome VII:221104..225573
>NUT1 YGL151W SGDID:S000003119, Chromosome VII:217524..220922
>YGL152C YGL152C SGDID:S000003120, Chromosome VII:216692..217369
>PEX14 YGL153W SGDID:S000003121, Chromosome VII:216273..217298
>CDC43 YGL155W SGDID:S000003123, Chromosome VII:214081..215211
>YGL159W YGL159W SGDID:S000003127, Chromosome VII:202721..203833
>AIM14 YGL160W SGDID:S000003128, Chromosome VII:200561..202273
>YIP5 YGL161C SGDID:S000003129, Chromosome VII:199210..200142
>SUT1 YGL162W SGDID:S000003130, Chromosome VII:198138..199037
>RAD54 YGL163C SGDID:S000003131, Chromosome VII:193707..196403
>YRB30 YGL164C SGDID:S000003132, Chromosome VII:191978..193300
>YGL165C YGL165C SGDID:S000003133, Chromosome VII:191398..191976
>CUP2 YGL166W SGDID:S000003134, Chromosome VII:191129..191806
>PMR1 YGL167C SGDID:S000003135, Chromosome VII:187616..190468
>HUR1 YGL168W SGDID:S000003136, Chromosome VII:187464..187796
>SUA5 YGL169W SGDID:S000003137, Chromosome VII:186059..187339
>SPO74 YGL170C SGDID:S000003138, Chromosome VII:184153..185394
>ROK1 YGL171W SGDID:S000003139, Chromosome VII:182390..184084
>NUP49 YGL172W SGDID:S000003140, Chromosome VII:180700..182118
>XRN1 YGL173C SGDID:S000003141, Chromosome VII:175527..180113
>BUD13 YGL174W SGDID:S000003142, Chromosome VII:174545..175345
>SAE2 YGL175C SGDID:S000003143, Chromosome VII:173285..174322
>YGL176C YGL176C SGDID:S000003144, Chromosome VII:171415..173079
>YGL177W YGL177W SGDID:S000003145, Chromosome VII:167559..167906
>MPT5 YGL178W SGDID:S000003146, Chromosome VII:167352..170571
>TOS3 YGL179C SGDID:S000003147, Chromosome VII:163409..165091
>ATG1 YGL180W SGDID:S000003148, Chromosome VII:160065..162758
>GTS1 YGL181W SGDID:S000003149, Chromosome VII:157906..159096
>YGL182C YGL182C SGDID:S000003150, Chromosome VII:157273..157596
>MND1 YGL183C SGDID:S000003151, Chromosome VII:156543..157285
>STR3 YGL184C SGDID:S000003152, Chromosome VII:154615..156012
>YGL185C YGL185C SGDID:S000003153, Chromosome VII:153167..154306
>TPN1 YGL186C SGDID:S000003154, Chromosome VII:151037..152776
>COX4 YGL187C SGDID:S000003155, Chromosome VII:149704..150171
>YGL188C-A YGL188C-A SGDID:S000028635, Chromosome VII:148824..148964
>YGL188C YGL188C SGDID:S000003156, Chromosome VII:149343..149516
>CDC55 YGL190C SGDID:S000003158, Chromosome VII:145809..147389
>YGL193C YGL193C SGDID:S000003161, Chromosome VII:141916..142227
>YGL194C-A YGL194C-A SGDID:S000087160, Chromosome VII:139719..139961
>HOS2 YGL194C SGDID:S000003162, Chromosome VII:140368..141726
>DSD1 YGL196W SGDID:S000003164, Chromosome VII:129883..131169
>MDS3 YGL197W SGDID:S000003165, Chromosome VII:124698..129161
>YIP4 YGL198W SGDID:S000003166, Chromosome VII:123591..124298
>YGL199C YGL199C SGDID:S000003167, Chromosome VII:123572..124042
>EMP24 YGL200C SGDID:S000003168, Chromosome VII:122694..123305
>MCM6 YGL201C SGDID:S000003169, Chromosome VII:117854..120907
>KEX1 YGL203C SGDID:S000003171, Chromosome VII:112475..114664
>YGL204C YGL204C SGDID:S000003172, Chromosome VII:111700..112005
>CHC1 YGL206C SGDID:S000003174, Chromosome VII:102543..107504
>SPT16 YGL207W SGDID:S000003175, Chromosome VII:98969..102076
>SIP2 YGL208W SGDID:S000003176, Chromosome VII:97338..98585
>MIG2 YGL209W SGDID:S000003177, Chromosome VII:95858..97006
>NCS6 YGL211W SGDID:S000003179, Chromosome VII:92512..93591
>VAM7 YGL212W SGDID:S000003180, Chromosome VII:91432..92382
>SKI8 YGL213C SGDID:S000003181, Chromosome VII:90054..91247
>YGL214W YGL214W SGDID:S000003182, Chromosome VII:90010..90495
>CLG1 YGL215W SGDID:S000003183, Chromosome VII:87981..89339
>KIP3 YGL216W SGDID:S000003184, Chromosome VII:84885..87302
>YGL217C YGL217C SGDID:S000003185, Chromosome VII:84839..85180
>YGL218W YGL218W SGDID:S000003186, Chromosome VII:83650..84300
>MDM34 YGL219C SGDID:S000003187, Chromosome VII:82878..84257
>BOL2 YGL220W SGDID:S000003188, Chromosome VII:82374..82736
>NIF3 YGL221C SGDID:S000003189, Chromosome VII:81426..82292
>EDC1 YGL222C SGDID:S000003190, Chromosome VII:80659..81186
>COG1 YGL223C SGDID:S000003191, Chromosome VII:79112..80365
>SDT1 YGL224C SGDID:S000003192, Chromosome VII:78015..78857
>OST5 YGL226C-A SGDID:S000003194, Chromosome VII:72749..73158
>MTC3 YGL226W SGDID:S000003195, Chromosome VII:73340..73711
>VID30 YGL227W SGDID:S000003196, Chromosome VII:69671..72547
>SAP4 YGL229C SGDID:S000003198, Chromosome VII:64503..66959
>YGL230C YGL230C SGDID:S000003199, Chromosome VII:63772..64215
>EMC4 YGL231C SGDID:S000003200, Chromosome VII:63048..63620
>YGL235W YGL235W SGDID:S000003204, Chromosome VII:55279..55815
>MTO1 YGL236C SGDID:S000003205, Chromosome VII:53787..55796
>HAP2 YGL237C SGDID:S000003206, Chromosome VII:52731..53528
>CSE1 YGL238W SGDID:S000003207, Chromosome VII:49552..52434
>YGL239C YGL239C SGDID:S000003208, Chromosome VII:49431..49745
>DOC1 YGL240W SGDID:S000003209, Chromosome VII:48613..49365
>KAP114 YGL241W SGDID:S000003210, Chromosome VII:45445..48459
>TAD1 YGL243W SGDID:S000003212, Chromosome VII:43307..44509
>RTF1 YGL244W SGDID:S000003213, Chromosome VII:41498..43174
>GUS1 YGL245W SGDID:S000003214, Chromosome VII:39023..41149
>BRR6 YGL247W SGDID:S000003216, Chromosome VII:36933..37526
>PDE1 YGL248W SGDID:S000003217, Chromosome VII:35653..36762
>ZIP2 YGL249W SGDID:S000003218, Chromosome VII:33098..35212
>RMR1 YGL250W SGDID:S000003219, Chromosome VII:31910..32635
>HXK2 YGL253W SGDID:S000003222, Chromosome VII:23935..25395
>SWC4 YGR002C SGDID:S000003234, Chromosome VII:498476..499906
>ECT1 YGR007W SGDID:S000003239, Chromosome VII:506969..507940
>STF2 YGR008C SGDID:S000003240, Chromosome VII:508110..508364
>SEC9 YGR009C SGDID:S000003241, Chromosome VII:509047..511002
>YGR011W YGR011W SGDID:S000003243, Chromosome VII:512497..512823
>MCY1 YGR012W SGDID:S000003244, Chromosome VII:513159..514340
>SNU71 YGR013W SGDID:S000003245, Chromosome VII:514554..516416
>YGR016W YGR016W SGDID:S000003248, Chromosome VII:522261..522833
>YGR017W YGR017W SGDID:S000003249, Chromosome VII:523787..524680
>YGR018C YGR018C SGDID:S000003250, Chromosome VII:524365..524694
>UGA1 YGR019W SGDID:S000003251, Chromosome VII:525229..526644
>VMA7 YGR020C SGDID:S000003252, Chromosome VII:526973..527329
>DPC29 YGR021W SGDID:S000003253, Chromosome VII:527632..528504
>MTL1 YGR023W SGDID:S000003255, Chromosome VII:529264..530919
>THG1 YGR024C SGDID:S000003256, Chromosome VII:531883..532596
>YGR025W YGR025W SGDID:S000003257, Chromosome VII:532639..532941
>YGR026W YGR026W SGDID:S000003258, Chromosome VII:532985..533821
>MSP1 YGR028W SGDID:S000003260, Chromosome VII:542203..543291
>ERV1 YGR029W SGDID:S000003261, Chromosome VII:543553..544205
>NAG1 YGR031C-A SGDID:S000028636, Chromosome VII:546809..547300
>IMO32 YGR031W SGDID:S000003263, Chromosome VII:546441..547469
>YGR035W-A YGR035W-A SGDID:S000028827, Chromosome VII:557565..557786
>CAX4 YGR036C SGDID:S000003268, Chromosome VII:558149..558868
>ACB1 YGR037C SGDID:S000003269, Chromosome VII:559731..559994
>ORM1 YGR038W SGDID:S000003270, Chromosome VII:560682..561350
>YGR039W YGR039W SGDID:S000003271, Chromosome VII:574888..575199
>KSS1 YGR040W SGDID:S000003272, Chromosome VII:575398..576504
>RME1 YGR044C SGDID:S000003276, Chromosome VII:582990..583892
>YGR045C YGR045C SGDID:S000003277, Chromosome VII:583934..584296
>TAM41 YGR046W SGDID:S000003278, Chromosome VII:584895..586052
>UFD1 YGR048W SGDID:S000003280, Chromosome VII:589826..590911
>SCM4 YGR049W SGDID:S000003281, Chromosome VII:591314..591877
>YGR050C YGR050C SGDID:S000003282, Chromosome VII:592086..592442
>YGR051C YGR051C SGDID:S000003283, Chromosome VII:592906..593229
>FMP48 YGR052W SGDID:S000003284, Chromosome VII:593596..594705
>MCO32 YGR053C SGDID:S000003285, Chromosome VII:594986..595837
>RSC1 YGR056W SGDID:S000003288, Chromosome VII:601661..604447
>LST7 YGR057C SGDID:S000003289, Chromosome VII:604773..605501
>SPR3 YGR059W SGDID:S000003291, Chromosome VII:607563..609101
>COX18 YGR062C SGDID:S000003294, Chromosome VII:616328..617278
>SPT4 YGR063C SGDID:S000003295, Chromosome VII:617516..617824
>YGR064W YGR064W SGDID:S000003296, Chromosome VII:617621..617989
>VHT1 YGR065C SGDID:S000003297, Chromosome VII:618077..619858
>ART5 YGR068C SGDID:S000003300, Chromosome VII:625324..627084
>YGR068W-A YGR068W-A SGDID:S000028637, Chromosome VII:626294..626389
>YGR069W YGR069W SGDID:S000003301, Chromosome VII:627083..627418
>ENV11 YGR071C SGDID:S000003303, Chromosome VII:631481..634063
>UPF3 YGR072W SGDID:S000003304, Chromosome VII:634304..635467
>YGR073C YGR073C SGDID:S000003305, Chromosome VII:635615..635986
>SMD1 YGR074W SGDID:S000003306, Chromosome VII:635712..636152
>PRP38 YGR075C SGDID:S000003307, Chromosome VII:636147..636875
>MRPL25 YGR076C SGDID:S000003308, Chromosome VII:637104..637577
>YGR079W YGR079W SGDID:S000003311, Chromosome VII:640720..641832
>SLX9 YGR081C SGDID:S000003313, Chromosome VII:643148..643780
>TOM20 YGR082W SGDID:S000003314, Chromosome VII:644044..644595
>MRP13 YGR084C SGDID:S000003316, Chromosome VII:647123..648142
>PIL1 YGR086C SGDID:S000003318, Chromosome VII:649598..650617
>CTT1 YGR088W SGDID:S000003320, Chromosome VII:654634..656322
>NNF2 YGR089W SGDID:S000003321, Chromosome VII:656960..659770
>UTP22 YGR090W SGDID:S000003322, Chromosome VII:662358..666071
>PRP31 YGR091W SGDID:S000003323, Chromosome VII:666341..667825
>TPC1 YGR096W SGDID:S000003328, Chromosome VII:676621..677565
>ASK10 YGR097W SGDID:S000003329, Chromosome VII:678695..682135
>ESP1 YGR098C SGDID:S000003330, Chromosome VII:682566..687458
>TEL2 YGR099W SGDID:S000003331, Chromosome VII:687899..689965
>MDR1 YGR100W SGDID:S000003332, Chromosome VII:690245..693097
>PCP1 YGR101W SGDID:S000003333, Chromosome VII:693363..694403
>GTF1 YGR102C SGDID:S000003334, Chromosome VII:694584..695135
>SRB5 YGR104C SGDID:S000003336, Chromosome VII:697445..698368
>VMA21 YGR105W SGDID:S000003337, Chromosome VII:698599..698832
>VOA1 YGR106C SGDID:S000003338, Chromosome VII:698989..699786
>YGR107W YGR107W SGDID:S000003339, Chromosome VII:702667..703116
>CLB1 YGR108W SGDID:S000003340, Chromosome VII:703636..705051
>CLB6 YGR109C SGDID:S000003341, Chromosome VII:705359..706501
>YGR109W-B YGR109W-B SGDID:S000007347, Chromosome VII:707610..712254
>CLD1 YGR110W SGDID:S000003342, Chromosome VII:713709..715046
>SHY1 YGR112W SGDID:S000003344, Chromosome VII:717358..718527
>YGR114C YGR114C SGDID:S000003346, Chromosome VII:720265..720654
>YGR115C YGR115C SGDID:S000003347, Chromosome VII:720372..721151
>SPT6 YGR116W SGDID:S000003348, Chromosome VII:720409..724764
>YGR117C YGR117C SGDID:S000003349, Chromosome VII:725049..726479
>YGR121W-A YGR121W-A SGDID:S000028550, Chromosome VII:733412..733627
>PPT1 YGR123C SGDID:S000003355, Chromosome VII:736662..738203
>VSB1 YGR125W SGDID:S000003357, Chromosome VII:742325..745435
>YGR126W YGR126W SGDID:S000003358, Chromosome VII:745835..746527
>YGR127W YGR127W SGDID:S000003359, Chromosome VII:746798..747736
>SYF2 YGR129W SGDID:S000003361, Chromosome VII:750400..751047
>YGR130C YGR130C SGDID:S000003362, Chromosome VII:751394..753844
>FHN1 YGR131W SGDID:S000003363, Chromosome VII:754726..755250
>PHB1 YGR132C SGDID:S000003364, Chromosome VII:755589..756452
>PEX4 YGR133W SGDID:S000003365, Chromosome VII:756896..757447
>CAF130 YGR134W SGDID:S000003366, Chromosome VII:757770..761138
>PRE9 YGR135W SGDID:S000003367, Chromosome VII:761392..762168
>LSB1 YGR136W SGDID:S000003368, Chromosome VII:762428..763153
>YGR137W YGR137W SGDID:S000003369, Chromosome VII:762888..763262
>YGR139W YGR139W SGDID:S000003371, Chromosome VII:765726..766064
>ENP2 YGR145W SGDID:S000003377, Chromosome VII:781767..783890
>YGR146C-A YGR146C-A SGDID:S000028638, Chromosome VII:785276..785437
>ECL1 YGR146C SGDID:S000003378, Chromosome VII:784223..784858
>NAT2 YGR147C SGDID:S000003379, Chromosome VII:786054..786920
>GPC1 YGR149W SGDID:S000003381, Chromosome VII:789031..790329
>CCM1 YGR150C SGDID:S000003382, Chromosome VII:790459..793053
>YGR151C YGR151C SGDID:S000003383, Chromosome VII:794655..794990
>RSR1 YGR152C SGDID:S000003384, Chromosome VII:794674..795492
>YGR153W YGR153W SGDID:S000003385, Chromosome VII:796092..796745
>CYS4 YGR155W SGDID:S000003387, Chromosome VII:798543..800066
>PTI1 YGR156W SGDID:S000003388, Chromosome VII:800546..801823
>CHO2 YGR157W SGDID:S000003389, Chromosome VII:802440..805049
>MTR3 YGR158C SGDID:S000003390, Chromosome VII:805269..806021
>NSR1 YGR159C SGDID:S000003391, Chromosome VII:806412..807656
>YGR160W YGR160W SGDID:S000003392, Chromosome VII:807073..807684
>RTS3 YGR161C SGDID:S000003393, Chromosome VII:808629..809420
>YGR161W-C YGR161W-C SGDID:S000029726, Chromosome VII:810227..810505
>TIF4631 YGR162W SGDID:S000003394, Chromosome VII:824059..826917
>GTR2 YGR163W SGDID:S000003395, Chromosome VII:827552..828577
>YGR164W YGR164W SGDID:S000003396, Chromosome VII:828625..828960
>MRPS35 YGR165W SGDID:S000003397, Chromosome VII:829116..830153
>TRS65 YGR166W SGDID:S000003398, Chromosome VII:830515..832197
>PEX35 YGR168C SGDID:S000003400, Chromosome VII:833352..834482
>PUS6 YGR169C SGDID:S000003401, Chromosome VII:834689..835903
>MSM1 YGR171C SGDID:S000003403, Chromosome VII:840824..842551
>YIP1 YGR172C SGDID:S000003404, Chromosome VII:842845..843591
>CBP4 YGR174C SGDID:S000003406, Chromosome VII:845893..846405
>YGR174W-A YGR174W-A SGDID:S000028639, Chromosome VII:846655..846741
>ERG1 YGR175C SGDID:S000003407, Chromosome VII:846933..848423
>YGR176W YGR176W SGDID:S000003408, Chromosome VII:848720..849067
>ATF2 YGR177C SGDID:S000003409, Chromosome VII:848829..850436
>PBP1 YGR178C SGDID:S000003410, Chromosome VII:851047..853215
>OKP1 YGR179C SGDID:S000003411, Chromosome VII:853675..854895
>RNR4 YGR180C SGDID:S000003412, Chromosome VII:855264..856301
>TIM13 YGR181W SGDID:S000003413, Chromosome VII:858287..858604
>YGR182C YGR182C SGDID:S000003414, Chromosome VII:858551..858904
>QCR9 YGR183C SGDID:S000003415, Chromosome VII:859063..859476
>TYS1 YGR185C SGDID:S000003417, Chromosome VII:866336..867520
>HGH1 YGR187C SGDID:S000003419, Chromosome VII:870232..871416
>BUB1 YGR188C SGDID:S000003420, Chromosome VII:872044..875109
>CRH1 YGR189C SGDID:S000003421, Chromosome VII:876669..878192
>YGR190C YGR190C SGDID:S000003422, Chromosome VII:880296..880661
>HIP1 YGR191W SGDID:S000003423, Chromosome VII:880420..882231
>SKI6 YGR195W SGDID:S000003427, Chromosome VII:888882..889622
>FYV8 YGR196C SGDID:S000003428, Chromosome VII:889733..892186
>SNG1 YGR197C SGDID:S000003429, Chromosome VII:892497..894140
>PCT1 YGR202C SGDID:S000003434, Chromosome VII:903474..904748
>YCH1 YGR203W SGDID:S000003435, Chromosome VII:905237..905683
>YGR204C-A YGR204C-A SGDID:S000028640, Chromosome VII:909061..909174
>MVB12 YGR206W SGDID:S000003438, Chromosome VII:910432..910737
>CIR1 YGR207C SGDID:S000003439, Chromosome VII:910843..911628
>YGR210C YGR210C SGDID:S000003442, Chromosome VII:913503..914738
>ZPR1 YGR211W SGDID:S000003443, Chromosome VII:915241..916701
>RTA1 YGR213C SGDID:S000003445, Chromosome VII:918512..919465
>GPI1 YGR216C SGDID:S000003448, Chromosome VII:922633..924462
>CRM1 YGR218W SGDID:S000003450, Chromosome VII:932541..935795
>YGR219W YGR219W SGDID:S000003451, Chromosome VII:936035..936376
>MRPL9 YGR220C SGDID:S000003452, Chromosome VII:936074..936883
>TOS2 YGR221C SGDID:S000003453, Chromosome VII:937124..938992
>PET54 YGR222W SGDID:S000003454, Chromosome VII:939923..940804
>HSV2 YGR223C SGDID:S000003455, Chromosome VII:940869..942215
>AMA1 YGR225W SGDID:S000003457, Chromosome VII:945145..947019
>YGR226C YGR226C SGDID:S000003458, Chromosome VII:946792..947001
>DIE2 YGR227W SGDID:S000003459, Chromosome VII:947420..948997
>YGR228W YGR228W SGDID:S000003460, Chromosome VII:949365..949709
>SMI1 YGR229C SGDID:S000003461, Chromosome VII:949382..950899
